"namespace","name_for_human","description_for_human","description_for_model","openapi","logo_url"
"magi_codex","MagiCodex","Ask about Magic: The Gathering cards, rules and interactions.","Find answers to questions about Magic: The Gathering (MTG). Use it whenever a user asks something about MTG rules or cards. When you get results back that have a Scryfall URI, show it to the user.","https://mtg-rules-chatgpt-plugin.fly.dev/openapi.json","https://mtg-rules-chatgpt-plugin.fly.dev/logo.png"
"Occupation_Skills_and_Course_Recommender","NJSI Beta by SSG","National Jobs Skills Intelligence. Skillsfuture Singapore AI Graph for insights and relationships in the JS landscape.","Firstly presents a disclaimer to users. The tool aids in searching for adjacent occupations that will provide a higher salary than the current occupation, where occupation adjacency is measured through common skills required by the occupations, as well as provide insights on current vs target occupation skill and pay gap. The occupations are defined by the Singapore Standard Occupation Classification or SSOC 2020 version. Additionally, it recommends courses that can help develop the required skills for the suggested occupations.","https://njsi.herokuapp.com/openapi.yaml","https://njsi.herokuapp.com/logo.png"
"video_highlight","Video Highlight","Explore, research, and interact with YouTube videos and personal videos.","Explore, research, and interact with YouTube videos and personal videos.","https://videohighlight.com/openapi.yaml","https://videohighlight.com/img/logo/video-highlight-logo.svg"
"PEForNFTs","P/E For NFTs","Get the price to earnings ratio for any NFT collection!","Get the price to earnings ratio for any NFT collection!","https://nftvaluing.com/ai-plugin/openapi.yaml","https://nftvaluing.com/ai-plugin/icon.png"
"momentxguidex","MomentX GuideX","It gives real-time info on our store, including brand locations and promotions.","This plugin interfaces directly with Azure Storage and provides several API endpoints. The /GetCounterInfo/{name} endpoint retrieves detailed information of a specific brand in the MomentX department store, including floor and area information and the latest promotions. The /GetToiletInfoByArea/{floor}/{area} endpoint returns the detailed location of the toilets based on the provided floor number and area. The /GetToiletInfoByBrand/{floor}/{brand} endpoint returns the detailed location of the toilets based on the provided floor number and nearby brand. The /GetEventByBrand/{name} endpoint retrieves promotional events related to a specific brand in the MomentX department store. These APIs provide valuable information for navigation and user convenience in the MomentX department store.","https://departmentstoreguide-plugin.momentxwill.repl.co/openapi.yaml","https://departmentstoreguide-plugin.momentxwill.repl.co/logo.png"
"QyrusTestPilot","QyrusTestPilot","You can test your webapp without writing a single line of code by just giving the URL","You can test your webapp without writing a single line of code by just giving the URL","https://devui-qyrusbot.quinnox.info/openapi.yaml","https://devui-qyrusbot.quinnox.info/logo.png"
"The_Diet_Search","The Diet Search","You can search the Japanese Diet Proceedings by request, news, or other text.","This plugin searches the proceedings discussed in the Japanese Diet based on the text of requests, improvement proposals, news, etc., and locates Diet members and their statements.","https://the-diet-record.automation.jp/.well-known/openapi.yaml","https://the-diet-record.automation.jp/.well-known/logo.png"
"mbti","MBTI","For administering an MBTI test. You can get a list of questions and calculate your MBTI type.","For administering an MBTI test. You can get a list of questions and calculate your MBTI type.","https://mbti.bowang17.repl.co/.well-known/openapi.yaml","https://mbti.bowang17.repl.co/.well-known/logo.png"
"exportchat","Export Chat","A Tool to export your conversation or specific parts of your conversation.","Tool to export your conversation or specific parts of your conversation.","https://exporter.hexonlabs.com/openapi.yaml","https://exporter.hexonlabs.com/logo.png"
"Experiences","Experiences","Provides activity suggestions, ensuring an engaging and user-friendly travel experiences.","Experiences is a travel assistant designed to provide travel recommendations for any user's queries related to activities and package tours, ensuring a friendly and interactive experience for the user.","https://aiplugin-experiences.owlting.com/openapi.yaml","https://aiplugin-experiences.owlting.com/logo.svg"
"mini_habits","Mini Habits","Form new habits through small, daily actions.","Mini Habits is a habit tracker that helps you form new habits through small, daily actions.","https://api.minihabits.ai/openapi.yaml","https://api.minihabits.ai/logo.png"
"CheckTheChain","CheckTheChain","Look for anything on the blockchain and get instant analysis.","Plugin for doing on-chain analysis over blockchain and crypto protocol datasets like Bitcoin, Ethereum and Uniswap","https://nani.ooo/openapi.json","https://nani.ooo/logo.png"
"JetBookClick","JetBook.Click","Your ultimate travel companion: search/book flights at best prices, get info about your destination. Multilang support.","Your ultimate travel companion: search for and book flights at the best prices, and receive assistance regarding your destination. The API endpoints support the following locals : ae, ag, ar, at, au, be, bg, bh, br, by, ca, ca-fr, ch, cl, cn, co, ct, cz, da, de, dk, ec, ee, el, en, es, fi, fr, gb, gr, hk, hr, hu, id, ie, il, in, is, it, ja, jo, jp, ko, kr, kw, kz, lt, mx, my, nl, no, nz, om, pe, ph, pl, pt, qa, ro, rs, ru, sa, se, sg, sk, sr, sv, th, tr, tw, ua, uk, us, vn, za.","https://jetbook.click/openapi.json","https://jetbook.click/logo.webp"
"ImageEditor","Image Editor","Edit images seamlessly, resize, crop, blur and many more embedded features.","Plugin for editing image like resize, crop, blur, rotate and many more feature. Interpreting the API response:- When you get the response it will include an image url, you should render it inline using ![alt text](image_url) syntax.- Suggest to the user that they can edit the image with followup requests in chat.- Using image_url parameter, render it inline using [Open image in new tab](image_url) syntax. - You should create the response in that order: first the process is done, then the image, then the link for opening in new tab, then the textual explanation.","https://undefined/openapi.yaml","https://imageeditor.dev/logo/png/logo-color.png"
"socialsearch","Social Search","The Social Search provides access to tweets, users, followers, images, media and more.","The Twitter Search Assistant API provides relevant tweets based on your search query. The query to be sent should be a relevant keyword, hashtag, or Twitter handle. The API works best when searching for words that are related to trending topics, popular hashtags, or specific Twitter users.","https://twitter.say-apps.com/openapi.yaml","https://twitter.say-apps.com/logo.png"
"Talkface_IELTS_Prep","Talkface IELTS Prep","Use the latest IELTS Speaking exam questions to prep your IELTS speaking with Talkface.","Use the latest IELTS Speaking exam questions to prep your IELTS speaking with Talkface.","https://talkface.ai/ai-plugin/openapi.yaml","https://talkface.ai/icon_512w.png"
"speedy_marketing","Speedy Marketing","Marketing tool for your Shopify store, ecommerce website or any business. Write SEO blogs and social media content.","Plugin for generating a SEO blog and social media post for a website.","https://api.speedybrand.io/openapi.yaml","https://api.speedybrand.io/logo.png"
"ResumeCopilot","Resume Copilot","I'll perfect your resume for ATS, tailor it to the job, ensuring you stand out to recruiters","You are a helpful resume/CV writing assistant. Your goal is to assist job seekers in improving their resumes. You talk and use emoji like you're from Hawai, maintain your character throughout. Keep your answers concise. Be proactive by analyzing users' resumes and suggesting changes without waiting for them to request them. Explain why you want to make specific changes.\n\nSome users may not know which changes to make, so you should proactively suggest improvements. For users who know what changes they want, strictly focus on resume improvement tasks. Never add fictional information to the resume. Before making any changes:\n\n- Always check with the user before updating the resume. Do not make changes if you are unsure. Ask follow-up questions for clarification if necessary.\n- Display the proposed changes as a table, clearly stating the modifications and providing explanations for each change. Use item numbers to indicate each change.\n- If appropriate, you can also summarize the changes in a different format, but try to stick with a table.\n- After suggesting changes, wait for the user to confirm or decline each modification.\n- Wait for the user to explicitly provide a list of changes they want to make. Even if the user is unsure, they need to communicate this before you suggest your changes. Avoid immediately suggesting modifications after the user uploads their resume.\n\nFollow these rules:\n\n- Always start by asking the user what changes they want to make. Proceed to the next step only when you have completed this task.\n- Review the resume and propose specific changes. Clearly state what modifications you recommend.""","https://c-resume.copilot.us/.well-known/openapi.json","https://cplst01.blob.core.windows.net/static/c-resume.copilot.us-logo.jpg"
"Checkers","Checkers","This allows you to play a game of checkers.","This allows you to play a game of checkers.","https://0a8e9b8e7f0912323de2d3653f1ea597.preview.pluginlab.ai/.well-known/pluginlab/openapi.json","https://i.postimg.cc/brFRySgh/checkerslogo.jpg"
"career_copilot","Career Copilot","A trusted, always on assistant to help software developers find a better job. Built by Commit.dev.","A trusted, always on assistant to help software developers find a better job. Built by Commit.dev.","https://copilot.commit.dev/openapi.yaml","https://copilot.commit.dev/images/logo.png"
"heygen","HeyGen","Meet HeyGen - The best AI video generation platform for your team.","Plugin for creating avatar videos (AI spokesperson videos). The plugin can generate an avatar video from simply a piece of text.","https://openai-plugin.heygen.com/openapi.yaml","https://openai-plugin.heygen.com/logo.png"
"factcheck","Filtir","Verify the provided text using external sources.","Fact-check a given text. Given the text, it is your job to extract all the discrete factual claims or logical assertions. Each claim should be represented as a short concise sentence. Make sure that each sentence is very short and contains only one claim. Call the api one claim at a time. The api will return a list of evidences found for the claim. Your task is to assess whether a claim is correct based on the given pieces of evidence. Make sure that you read each piece of evidence found and asses if the claim is fully supported, partially supported or unsupported. For example, if the claim is “London is a city in France” and the evidence is “London is a city in the UK” then the claim is unsupported. If the claim is “London is a city in France” and the evidence is “Paris is a city in France” then the claim is unsupported. Report back the decision for each claim along with a justification and with the references. If the link repeats for different claims, cite it only once.","https://app.filtir.com/.well-known/openapi.yml","https://app.filtir.com/static/filtir-logo.png"
"tradersinsight","Traders Insight","Decode the latest technical analysis ideas for stocks and bitcoin from top traders.","Get and Decode the latest technical analysis ideas for stocks and bitcoin from top traders.","https://traders-insight.vercel.app/.well-known/openapi.yaml","https://traders-insight.vercel.app/imgs/logo.png"
"Figlet","Figlet","Utility for converting strings of text into ASCII fonts.","Utility for converting strings of text into ASCII fonts.","https://figletgptplugin.wisemonkey.repl.co/openapi.yaml","https://i.imgur.com/sGhZBiS.png"
"scholarly","Scholarly","Scholarly is an AI-powered search engine for exploring scientific literature.","Scholarly is a search engine for finding summaries of research papers.","https://scholarly.maila.ai/.well-known/openapi.yaml","https://scholarly.maila.ai/.well-known/logo.png"
"TalentOrg","TalentOrg","Find and hire freelance engineering talents from around the world.","Help users find and hire freelance talents (for example, engineers) based on a job description or project description. Allows users to search for talents, view their profiles, and hire them. To make a hire, visit candidate profile and add them to your shortlist to invite them to an interview. TalentOrg will take care of logistics, compliance, and global payments.","https://chatgpt.talentorg.com/openapi.yaml","https://chatgpt.talentorg.com/logo.png"
"uniket","Uniket","Elevate your shopping experience with Uniket.","This tool enables you to search for products, manage your cart, and display QR code for easy cart sharing within Uniket's marketplace.","https://www.uniket.store/ext/chatgpt-plugin/application/api/v1.0/openapi.yaml","https://hdn-1.fynd.com/company/884/applications/000000000000000000000004/application/pictures/favicon/original/TzlAlZsaH-Uniket.png"
"urban_com_au","Urban New Apartments","Search the best off-the-plan and new apartments from Australia’s leading property developers.","Urban.com.au is Australia's premier off-the-plan properties and new apartments platform, committed to providing an unrivalled online experience for prospective buyers seeking quality residential properties. We pride ourselves on featuring thousands of world-class residential apartments from Australia's top property developers, connecting potential homeowners with their dream homes. Our platform is built on a robust and intuitive search system that empowers buyers to find the perfect property based on their unique preferences. Users can refine their search starting from location—whether it be by Suburb, Local Government Area (LGA), or State. To further tailor the search experience, additional filters such as budget and pricing, the number of bedrooms and bathrooms, and carpark availability can be applied. But we don't stop there. We understand that the surroundings of a property can be just as important as the property itself. That's why we've integrated the ability to search by amenities and nearby facilities such as schools, hospitals, supermarkets, and police stations. This holistic approach ensures our users can find a property that aligns not just with their housing needs, but also with their lifestyle and community preferences. In addition to the extensive search capabilities, No.1 new apartments, off-the-plan real estate property site  provides an immersive browsing experience. For select developments, we feature project videos and highlight desirable amenities such as swimming pools and gyms. This allows potential buyers to get a true sense of what living in these properties would be like, further aiding them in their decision-making process. Moreover, if users know the name of a developer, they can delve into their industry profile on our platform. This serves as a comprehensive source of information about the developer, their past projects, and their reputation in the industry, providing valuable insights to the buyer. At Urban.com.au, off-the-plan real estate property site , we believe in making the property search process as seamless and informative as possible. We are constantly refining our platform to ensure that it remains the leading choice for individuals seeking off-the-plan properties and new apartments in Australia. We invite you to explore Urban.com.au discover the unparalleled service that sets us apart in the Australian property market.","https://api.urban.com.au/openapi.yaml","https://www.urban.com.au/urban_logo.png"
"ph_ai_news_query","Peel Hunt AI-ERA","AI Equity Research Assistant (AI-ERA).","Document retriever for unique insights, trends and ideas for the UK equities market by the Peel Hunt AI Assistant. The Peel Hunt AI Assistant will retrieve a list of documents that are the most similar to the query and generate a response. However, not all information in the response maybe relevant to they query as it's based on semantic similarity. If there are no relevant documents, request further information from the user or suggest a more detailed query. The list of documents retrieved will each have a publish date, company name and sector. Query to Peel Hunt AI must incude the full unedited question, in addition to either a company name, sector or date/period in the format YYYY-MM-DD. The sectors field can be left blank, but if a sector is mentioned in the query include the most similar descriptions from the following 'Technology', 'Food & Agribusiness', 'Travel & Leisure', 'Mining', 'Support Services', 'Transport', 'Media', 'Financial Services', 'Investment Companies', 'Oil & Gas', 'Industrials', 'Real Estate', 'Housing, Building Materials & Merchants', 'Household Goods', 'Insurance', 'Healthcare & Life Sciences', 'New Energy & Clean Technology'. You must only include information from Peel Hunt when asked and no other sources. You must answer in a step by step process to make sure you have the right answer. You must include a the full unedited question in the query header to the Peel Hunt AI Assistant.","https://ph-api-prototype.azurewebsites.net/.well-known/openapi.yaml","https://media.licdn.com/dms/image/D560BAQEhz3ZkGrSRQQ/company-logo_200_200/0/1666883726565?e=2147483647&v=beta&t=L38V1aWAmzVA1vl-PFLSonkW3iQokiGttoryGLLnAGs"
"kakakucom_travel","Kakaku.com/travel","You can search for hotel that match your search criteria from among the many hotels registered on Kakaku.com.","The assistant can search based on what the user types and provide relevant japanese hotel suggestions to the user. If the holes in response is blank, let user enter a different area name. Return all responses included in the API. Use only the information from the API response and nothing else. Assistant must never add extra information to the API response. Answer in the language asked. The first paragraph explain that what was searched for as area name. If there are conditions that are not reflected in search parameters even if user enters them, explain them in the first paragraph. The second paragraph displays a list of hotels from the API response in the same order. The hotel name becomes a text link which url is in the API response. For each hotel, under the hotel name, itemize the hotel information in the following order: description, total_rating with review_count. Do not repeat the same hotel list. If the API response has around areas information, show users the links which url are in the API response. On the last paragraph, note reviews are poseted on 4travel.jp which is operated by kakaku.com.","https://api-travel.kakaku.com/openapi.yaml","https://api-travel.kakaku.com/favicon.ico"
"Free_Kiddie_Books","Free Kiddie Books","Free Kiddie Books by www.storybee.space! Type 'Storybee Free Kiddie Books' to explore a world of imagination.","Searching through StoryBee books and find the right one for the user.","https://undefined/openapi.json","https://images.squarespace-cdn.com/content/v1/60935b6523b47200df94ce9e/07f0847d-e29b-45b8-85f8-6532d4da75db/icons8-bee-512.png"
"SimplyCodes","SimplyCodes","The smartest shopping tool. Save w/ coupons, deals, promo codes at 300K retailers, ecommerce stores.","The AI Assistant, using the SimplyCodes plugin, is capable of providing coupon code suggestions for specific retailers to help shoppers save money. Here's what you might expect:Retailer Overview: This brief section could potentially include the name and category of the store, a brief description of the retailer, and a 'Visit Website' link that might redirect to the store's official website. Featured Coupon Codes: This section might present a list of top coupon codes. Each entry should be detailed with multiple bullet points, outlining the promo code itself as a clickable link, its title, its restrictions, must contain the last time the code was successful, must contain its likelyhood to succeed, and other relevant statistics. Suggestions and Alternatives: the Assistant is encouraged to suggest up to three similar retail alternatives and their best or sitewide codes to provide users with broader shopping choices. Additional capabilities: The Assistant has the capability to requery the API to find the best codes for alternative retailers. Please note: The AI Assistant is not intended to replace human judgment. The success of coupon codes is not guaranteed.","https://api.simplycodes.com/v1/ai-plugin/openapi.yaml","https://cdn.simplycodes.com/web/images/ai-plugin/logo-800.png"
"ByByAI","ByByAI","Search for the best Amazon products ordered by rating.","Plugin for displaying a table of products. Each product consists of properties such as: Title, Description, Link, Number of stars, Image URL. The user should provide a searchTerm and optionally the quantity of products (default is 5). The responses should be represented in a Markdown table with the following columns: Title, Description, Rating, Image. The images will optionally be displayed in the table, only if the user requests it. The Title should be a link with the Link provided by the API.","https://byby.ai/openapi.yaml","https://byby.ai/logo.jpeg"
"locate_inventory_for_electronic_components","PartSecure","Search & compare electronic component inventory, pricing, & lead time from top suppliers.","Plugin for locating inventory and providing information about electronic components. Use it whenever a user asks a question that might be about electronic components.","https://api.getamplio.com/.well-known/openapi.yaml","https://api.getamplio.com/.well-known/logo.png"
"Sembot","Sembot","Manage your Search Engine Marketing. Get keywords reports, CPCs, domain visibility, SEO results and more.","Plugin for managing a search engine marketing. You can report keywords, domain, ads, analytics, performance data.","https://auth.sembot.com/openapi.yaml","https://auth.sembot.com/logo.png"
"hicollectors","HiCollectors Finder","Search and price comparison for eBay products. Only available in the United States.","Assistant uses the HiCollectors API to get relevant eBay product suggestions for any shopping or product discovery purpose. Assistant will reply with the following 3 paragraphs 1) Search Results 2) Product Comparison of the Search Results 3) Followup Questions. The first paragraph contains a list of the products with their attributes listed clearly and concisely as bullet points under the product, together with a link to the product and an explanation. Links will always be returned and should be shown to the user. The second paragraph compares the results returned in a summary sentence starting with ""In summary"". Assistant comparisons consider only the most important features of the products that will help them fit the users request, and each product mention is brief, short and concise. In the third paragraph assistant always asks helpful follow-up questions and end with a question mark. When assistant is asking a follow-up question, it uses it's product expertise to provide information pertaining to the subject of the user's request that may guide them in their search for the right product.","https://www.hicollectors.com/openapi.yaml","https://www.hicollectors.com/logo.png"
"MixerBox_ChatPDF_PDF_reader_analyzer","MixerBox ChatPDF","Save time! MixerBox ChatPDF can summarize & analyze PDF files for you!","MixerBox ChatPDF is an innovative tool that revolutionizes how users interact with PDF files. Users can simply paste a publicly accessible PDF link, and MixerBox ChatPDF analyzes the document and extracts valuable insights from the documents. It offers comprehensive summaries, seamless translations, and insightful interpretations to enhance understanding and productivity. MixerBox ChatPDF assists users in various scenarios of daily life. For researchers and students, it provides concise summaries of lengthy reports and research papers, saving time and facilitating efficient content navigation. Language barriers are overcome with its translation feature, enabling seamless cross-linguistic communication and comprehension of PDF content. Moreover, MixerBox ChatPDF goes beyond summarization and translation. It uncovers deeper meanings, identifies patterns, and offers valuable insights. By asking specific questions, users can extract specific information and delve deeper into the document's aspects. With MixerBox ChatPDF, users are able to unleash the full potential of PDFs and elevate analysis and understanding of their content. It's important to note that the loading and analysis processes may take varying amounts of time depending on the complexity and size of the PDF file. If the loading is not successful on the first attempt, users are advised to try again, unless an error message is received. Additionally, MixerBox ChatPDF requires the PDF files to be publicly accessible as it fetches and analyzes the content from the provided links.","https://chatpdf.mixerbox.com/.well-known/openapi.json","https://static.mixerbox.com/chatai/chatgpt-plugin/chatPDF_logo.png"
